************************************************************
numVars,numInstances,numFocalElements,numConfigs,time
2,1163,100,100,41
2,1164,100,100,35
2,1165,100,100,35
2,1166,100,100,34
2,1167,100,100,34
2,1168,100,100,34
2,1169,100,100,34
2,1170,100,100,35
2,1171,100,100,35
2,1172,100,100,36
2,1173,100,100,36
2,1174,100,100,31
2,1175,100,100,31
2,1176,100,100,20
2,1177,100,100,31
2,1178,100,100,22
2,1179,100,100,31
2,1180,100,100,38
2,1181,100,100,31
2,1182,100,100,32
2,1183,100,100,21
2,1184,100,100,32
2,1185,100,100,38
2,1186,100,100,31
2,1187,100,100,31
2,1188,100,100,32
2,1189,100,100,35
2,1190,100,100,34
2,1191,100,100,34
2,1192,100,100,34
2,1193,100,100,36
2,1194,100,100,32
2,1195,100,100,32
2,1196,100,100,34
2,1197,100,100,37
2,1198,100,100,31
2,1199,100,100,37
2,1200,100,100,31
2,1201,100,100,31
2,1202,100,100,20
2,1203,100,100,31
2,1204,100,100,37
2,1205,100,100,34
2,1206,100,100,35
2,1207,100,100,33
2,1208,100,100,34
2,1209,100,100,33
2,1210,100,100,34
2,1211,100,100,34
2,1212,100,100,34
2,1213,100,100,36
2,1214,100,100,40
2,1215,100,100,34
2,1216,100,100,34
2,1217,100,100,34
2,1218,100,100,34
2,1219,100,100,34
2,1220,100,100,33
2,1221,100,100,34
2,1222,100,100,37
2,1223,100,100,34
2,1224,100,100,44
2,1225,100,100,33
2,1226,100,100,34
2,1227,100,100,35
2,1228,100,100,34
2,1229,100,100,34
2,1230,100,100,34
2,1231,100,100,34
2,1232,100,100,34
2,1233,100,100,34
2,1234,100,100,33
2,1235,100,100,32
2,1236,100,100,34
2,1237,100,100,35
2,1238,100,100,35
2,1239,100,100,35
2,1240,100,100,36
2,1241,100,100,35
2,1242,100,100,33
2,1243,100,100,36
2,1244,100,100,33
2,1245,100,100,34
2,1246,100,100,33
2,1247,100,100,35
2,1248,100,100,34
2,1249,100,100,35
2,1250,100,100,35
2,1251,100,100,33
2,1252,100,100,34
2,1253,100,100,35
2,1254,100,100,34
2,1255,100,100,44
2,1256,100,100,35
2,1257,100,100,34
2,1258,100,100,34
2,1259,100,100,33
2,1260,100,100,35
2,1261,100,100,34
2,1262,100,100,35
2,1263,100,100,34
2,1264,100,100,35
2,1265,100,100,35
2,1266,100,100,33
2,1267,100,100,34
2,1268,100,100,34
2,1269,100,100,36
2,1270,100,100,33
2,1271,100,100,35
2,1272,100,100,34
2,1273,100,100,35
2,1274,100,100,33
2,1275,100,100,35
2,1276,100,100,40
2,1277,100,100,34
2,1278,100,100,33
2,1279,100,100,34
2,1280,100,100,34
2,1281,100,100,36
2,1282,100,100,34
2,1283,100,100,35
2,1284,100,100,34
2,1285,100,100,34
2,1286,100,100,22
2,1287,100,100,34
2,1288,100,100,35
2,1289,100,100,34
2,1290,100,100,35
2,1291,100,100,34
2,1292,100,100,36
2,1293,100,100,33
2,1294,100,100,33
2,1295,100,100,35
2,1296,100,100,35
2,1297,100,100,34
2,1298,100,100,34
2,1299,100,100,35
2,1300,100,100,34
2,1301,100,100,34
2,1302,100,100,34
2,1303,100,100,35
2,1304,100,100,33
2,1305,100,100,34
2,1306,100,100,33
2,1307,100,100,37
2,1308,100,100,36
2,1309,100,100,40
2,1310,100,100,34
2,1311,100,100,35
2,1312,100,100,35
2,1313,100,100,36
2,1314,100,100,34
2,1315,100,100,34
2,1316,100,100,34
2,1317,100,100,35
2,1318,100,100,41
2,1319,100,100,34
2,1320,100,100,34
2,1321,100,100,35
2,1322,100,100,35
2,1323,100,100,35
2,1324,100,100,34
2,1325,100,100,34
2,1326,100,100,34
2,1327,100,100,34
2,1328,100,100,33
2,1329,100,100,34
2,1330,100,100,33
2,1331,100,100,33
2,1332,100,100,33
2,1333,100,100,34
2,1334,100,100,34
2,1335,100,100,34
2,1336,100,100,34
2,1337,100,100,34
2,1338,100,100,34
2,1339,100,100,42
2,1340,100,100,33
2,1341,100,100,35
2,1342,100,100,35
2,1343,100,100,35
2,1344,100,100,34
2,1345,100,100,33
2,1346,100,100,33
2,1347,100,100,34
2,1348,100,100,34
2,1349,100,100,36
2,1350,100,100,31
2,1351,100,100,37
2,1352,100,100,31
2,1353,100,100,31
2,1354,100,100,19
2,1355,100,100,32
2,1356,100,100,37
2,1357,100,100,31
2,1358,100,100,22
2,1359,100,100,32
2,1360,100,100,35
2,1361,100,100,33
2,1362,100,100,34
2,1363,100,100,34
2,1364,100,100,33
2,1365,100,100,34
2,1366,100,100,34
2,1367,100,100,34
2,1368,100,100,34
2,1369,100,100,35
2,1370,100,100,35
2,1371,100,100,41
2,1372,100,100,35
2,1373,100,100,47
2,1374,100,100,33
2,1375,100,100,35
2,1376,100,100,35
2,1377,100,100,35
2,1378,100,100,34
2,1379,100,100,34
2,1380,100,100,34
2,1381,100,100,35
2,1382,100,100,34
2,1383,100,100,35
2,1384,100,100,34
2,1385,100,100,35
2,1386,100,100,34
2,1387,100,100,36
2,1388,100,100,34
2,1389,100,100,34
2,1390,100,100,34
2,1391,100,100,34
2,1392,100,100,35
2,1393,100,100,34
2,1394,100,100,34
2,1395,100,100,38
2,1396,100,100,35
2,1397,100,100,34
2,1398,100,100,35
2,1399,100,100,34
2,1400,100,100,36
2,1401,100,100,34
2,1402,100,100,35
2,1403,100,100,36
2,1404,100,100,35
2,1405,100,100,33
2,1406,100,100,35
2,1407,100,100,34
2,1408,100,100,35
2,1409,100,100,34
2,1410,100,100,36
2,1411,100,100,34
2,1412,100,100,34
2,1413,100,100,35
2,1414,100,100,42
2,1415,100,100,34
2,1416,100,100,34
2,1417,100,100,35
2,1418,100,100,35
2,1419,100,100,34
2,1420,100,100,34
2,1421,100,100,34
2,1422,100,100,34
2,1423,100,100,35
2,1424,100,100,33
2,1425,100,100,40
2,1426,100,100,33
2,1427,100,100,34
2,1428,100,100,33
2,1429,100,100,34
2,1430,100,100,34
2,1431,100,100,34
2,1432,100,100,34
2,1433,100,100,34
2,1434,100,100,35
2,1435,100,100,34
2,1436,100,100,33
2,1437,100,100,35
2,1438,100,100,33
2,1439,100,100,35
2,1440,100,100,33
2,1441,100,100,36
2,1442,100,100,33
2,1443,100,100,34
2,1444,100,100,33
2,1445,100,100,35
2,1446,100,100,33
2,1447,100,100,34
2,1448,100,100,34
2,1449,100,100,35
2,1450,100,100,35
2,1451,100,100,34
2,1452,100,100,34
2,1453,100,100,34
2,1454,100,100,37
2,1455,100,100,34
2,1456,100,100,36
2,1457,100,100,34
2,1458,100,100,34
2,1459,100,100,34
2,1460,100,100,34
2,1461,100,100,34
2,1462,100,100,34
2,1463,100,100,34
2,1464,100,100,36
2,1465,100,100,34
2,1466,100,100,35
2,1467,100,100,33
2,1468,100,100,34
2,1469,100,100,33
2,1470,100,100,35
2,1471,100,100,34
2,1472,100,100,34
2,1473,100,100,33
2,1474,100,100,35
2,1475,100,100,35
2,1476,100,100,33
2,1477,100,100,36
2,1478,100,100,35
2,1479,100,100,35
2,1480,100,100,33
2,1481,100,100,34
2,1482,100,100,35
2,1483,100,100,34
2,1484,100,100,35
2,1485,100,100,34
2,1486,100,100,34
2,1487,100,100,34
2,1488,100,100,34
2,1489,100,100,35
2,1490,100,100,34
2,1491,100,100,35
2,1492,100,100,34
2,1493,100,100,34
2,1494,100,100,35
2,1495,100,100,33
2,1496,100,100,34
2,1497,100,100,34
2,1498,100,100,33
2,1499,100,100,35
2,1500,100,100,33
2,1501,100,100,34
2,1502,100,100,34
2,1503,100,100,34
2,1504,100,100,35
2,1505,100,100,34
2,1506,100,100,34
2,1507,100,100,35
2,1508,100,100,35
2,1509,100,100,34
2,1510,100,100,34
2,1511,100,100,34
2,1512,100,100,33
2,1513,100,100,32
2,1514,100,100,35
2,1515,100,100,34
2,1516,100,100,34
2,1517,100,100,34
2,1518,100,100,36
2,1519,100,100,35
2,1520,100,100,34
2,1521,100,100,35
2,1522,100,100,33
2,1523,100,100,34
2,1524,100,100,34
2,1525,100,100,34
2,1526,100,100,35
2,1527,100,100,34
2,1528,100,100,34
2,1529,100,100,34
2,1530,100,100,36
2,1531,100,100,34
2,1532,100,100,34
2,1533,100,100,34
2,1534,100,100,34
2,1535,100,100,42
2,1536,100,100,35
2,1537,100,100,33
2,1538,100,100,34
2,1539,100,100,34
2,1540,100,100,34
2,1541,100,100,33
2,1542,100,100,35
2,1543,100,100,34
2,1544,100,100,35
2,1545,100,100,33
2,1546,100,100,44
2,1547,100,100,34
2,1548,100,100,34
2,1549,100,100,34
2,1550,100,100,35
2,1551,100,100,34
2,1552,100,100,34
2,1553,100,100,33
2,1554,100,100,33
2,1555,100,100,35
2,1556,100,100,34
2,1557,100,100,34
2,1558,100,100,35
2,1559,100,100,35
2,1560,100,100,36
2,1561,100,100,36
2,1562,100,100,34
2,1563,100,100,33
2,1564,100,100,36
2,1565,100,100,32
2,1566,100,100,33
2,1567,100,100,35
2,1568,100,100,35
2,1569,100,100,32
2,1570,100,100,36
2,1571,100,100,36
2,1572,100,100,36
2,1573,100,100,34
2,1574,100,100,34
2,1575,100,100,35
2,1576,100,100,34
2,1577,100,100,34
2,1578,100,100,36
2,1579,100,100,34
2,1580,100,100,33
2,1581,100,100,34
2,1582,100,100,35
2,1583,100,100,34
2,1584,100,100,34
2,1585,100,100,34
2,1586,100,100,34
2,1587,100,100,34
2,1588,100,100,34
2,1589,100,100,35
2,1590,100,100,34
2,1591,100,100,42
2,1592,100,100,34
2,1593,100,100,33
2,1594,100,100,35
2,1595,100,100,32
2,1596,100,100,34
2,1597,100,100,33
2,1598,100,100,35
2,1599,100,100,33
2,1600,100,100,35
2,1601,100,100,34
2,1602,100,100,34
2,1603,100,100,35
2,1604,100,100,35
2,1605,100,100,34
2,1606,100,100,34
2,1607,100,100,34
2,1608,100,100,35
2,1609,100,100,35
2,1610,100,100,34
2,1611,100,100,35
2,1612,100,100,37
2,1613,100,100,33
2,1614,100,100,35
2,1615,100,100,35
2,1616,100,100,35
2,1617,100,100,32
2,1618,100,100,38
2,1619,100,100,32
2,1620,100,100,31
2,1621,100,100,31
2,1622,100,100,32
2,1623,100,100,31
2,1624,100,100,31
2,1625,100,100,33
2,1626,100,100,31
2,1627,100,100,32
2,1628,100,100,31
2,1629,100,100,20
2,1630,100,100,31
2,1631,100,100,38
2,1632,100,100,31
2,1633,100,100,35
2,1634,100,100,34
2,1635,100,100,34
2,1636,100,100,34
2,1637,100,100,22
2,1638,100,100,32
2,1639,100,100,37
2,1640,100,100,31
2,1641,100,100,38
2,1642,100,100,31
2,1643,100,100,34
2,1644,100,100,31
2,1645,100,100,34
2,1646,100,100,34
2,1647,100,100,35
2,1648,100,100,34
2,1649,100,100,34
2,1650,100,100,34
2,1651,100,100,33
2,1652,100,100,36
2,1653,100,100,34
2,1654,100,100,34
2,1655,100,100,34
2,1656,100,100,35
2,1657,100,100,33
2,1658,100,100,35
2,1659,100,100,35
2,1660,100,100,34
2,1661,100,100,33
2,1662,100,100,33
2,1663,100,100,35
2,1664,100,100,33
2,1665,100,100,35
2,1666,100,100,33
2,1667,100,100,34
2,1668,100,100,34
2,1669,100,100,34
2,1670,100,100,34
2,1671,100,100,35
2,1672,100,100,34
2,1673,100,100,35
2,1674,100,100,34
2,1675,100,100,36
2,1676,100,100,34
2,1677,100,100,34
2,1678,100,100,35
2,1679,100,100,34
2,1680,100,100,36
2,1681,100,100,34
2,1682,100,100,44
2,1683,100,100,34
2,1684,100,100,33
2,1685,100,100,35
2,1686,100,100,34
2,1687,100,100,36
2,1688,100,100,33
2,1689,100,100,33
2,1690,100,100,34
2,1691,100,100,35
2,1692,100,100,36
2,1693,100,100,33
2,1694,100,100,33
2,1695,100,100,35
2,1696,100,100,33
2,1697,100,100,35
2,1698,100,100,35
2,1699,100,100,35
2,1700,100,100,34
2,1701,100,100,34
2,1702,100,100,34
2,1703,100,100,34
2,1704,100,100,35
2,1705,100,100,44
2,1706,100,100,34
2,1707,100,100,34
2,1708,100,100,35
2,1709,100,100,34
2,1710,100,100,34
2,1711,100,100,35
2,1712,100,100,38
2,1713,100,100,31
2,1714,100,100,31
2,1715,100,100,31
2,1716,100,100,31
2,1717,100,100,20
2,1718,100,100,31
2,1719,100,100,31
2,1720,100,100,32
2,1721,100,100,31
2,1722,100,100,38
2,1723,100,100,34
2,1724,100,100,36
2,1725,100,100,35
2,1726,100,100,34
2,1727,100,100,34
2,1728,100,100,34
2,1729,100,100,34
2,1730,100,100,34
2,1731,100,100,34
2,1732,100,100,34
2,1733,100,100,33
2,1734,100,100,33
2,1735,100,100,34
2,1736,100,100,34
2,1737,100,100,34
2,1738,100,100,35
2,1739,100,100,34
2,1740,100,100,37
2,1741,100,100,34
2,1742,100,100,34
2,1743,100,100,35
2,1744,100,100,35
2,1745,100,100,34
2,1746,100,100,35
2,1747,100,100,34
2,1748,100,100,33
2,1749,100,100,34
2,1750,100,100,33
2,1751,100,100,35
2,1752,100,100,34
2,1753,100,100,34
2,1754,100,100,35
2,1755,100,100,34
2,1756,100,100,34
2,1757,100,100,35
2,1758,100,100,34
2,1759,100,100,34
2,1760,100,100,35
2,1761,100,100,35
2,1762,100,100,35
2,1763,100,100,34
2,1764,100,100,31
2,1765,100,100,31
2,1766,100,100,32
2,1767,100,100,31
2,1768,100,100,22
2,1769,100,100,31
2,1770,100,100,38
2,1771,100,100,31
2,1772,100,100,38
2,1773,100,100,32
2,1774,100,100,22
2,1775,100,100,34
2,1776,100,100,35
2,1777,100,100,34
2,1778,100,100,34
2,1779,100,100,34
2,1780,100,100,35
2,1781,100,100,34
2,1782,100,100,35
2,1783,100,100,34
2,1784,100,100,36
2,1785,100,100,36
2,1786,100,100,36
2,1787,100,100,33
2,1788,100,100,36
2,1789,100,100,34
2,1790,100,100,34
2,1791,100,100,34
